"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","30D Max Move %","2x Offset Weighted Score","DeltaWeightedScore %","Price last week","Price this week","Price move %"
"GWRE","Guidewire Software Inc","163934339","50","55.752","61.8657","57.347","48.04237","55.702","100","55.2958","55.752","10.33","56.066","-0.56","80.07","70.89","-11.46",""
"BMY","Bristol-Myers Squibb Company","51527713","22.75","55.747","67.1834","51.518","48.54102","12.37444","2.38778","39.37692","55.747","1.23","54.618","2.07","64.51","65.66","1.78",""
"GPJA","Georgia Power Co","555953","50","55.735","66.2138","53.662","47.32791","64.603055","72.23047","65.23976","55.735","1.01","50.193","11.04","24.12","24.91","3.28",""
"MYPS","Playstudios Inc","80495838","-44.05","55.729","69.5726","47.143","50.47154","41.65516","7.23552","55.55107","55.729","15.12","53.872","3.45","4.48","4.47","-0.22",""
"AR","Antero Resources Corp","6082011","50","55.721","65.8633","50.106","51.19389","9.07525","0","44.29243","55.721","8.28","57.322","-2.79","22.56","21.32","-5.5",""
"AVT","Avnet Inc","182079203","14.8","55.713","67.4072","50.357","49.37374","22.491405","4.25457","56.02348","55.713","11","58.721","-5.12","44.23","44.58","0.79",""
"FBIN","Fortune Brands Innovations Inc.","1794569","50","55.711","64.159","52.457","50.51589","26.08714","0.46805","66.74464","55.711","10.12","55.112","1.09","62.16","64.31","3.46",""
"HGV","Hilton Grand Vacations Inc","710413","50","55.707","71.5052","47.979","47.63636","43.18553","19.90993","49.83806","55.707","0.86","57.823","-3.66","45.18","46.63","3.21",""
"UBER","Uber Technologies Inc","522808017","74.1","55.705","69.4876","50.007","47.6206","50","49.26564","54.46328","55.705","29.15","57.058","-2.37","38.24","39.73","3.9",""
"BRO","BROWN & BROWN ORD","222113","25.75","55.7","67.1982","46.295","53.60828","40.78361","35.42934","51.73309","55.7","9.92","53.724","3.68","63.03","63.79","1.21",""
"HON","Honeywell International Inc","18523004","54.4","55.696","65.1039","49.452","52.53117","8.5254","1.85462","44.36398","55.696","2.57","55.558","0.25","192.78","198.85","3.15",""
"EVRG","Evergy, Inc","58990","19.55","55.682","64.9314","52.623","49.49199","36.982815","36.54791","53.67181","55.682","0.88","53.302","4.47","57.14","57.73","1.03",""
"ITT","ITT Corp","43919377","61.55","55.664","68.365","48.639","49.98867","23.42968","4.6885","52.71807","55.664","1.8","58.033","-4.08","79.01","82.93","4.96",""
"MGY","Magnolia Oil & Gas Corp","14596571","50","55.661","70.4694","46.426","50.0882","7.71072","19.21672","43.79262","55.661","1.24","56.048","-0.69","19.99","20.36","1.85",""
"TVC","Tennessee Valley Authority Pref","49245354","50","55.647","55.7977","65.902","45.2407","50","42.76072","52.96924","55.647","2.42","55.268","0.69","21.99","22.25","1.18",""
"ITRN","Ituran Location and Control Ltd","23562144","50","55.633","58.503","58.149","50.24587","37.33579","25.52264","45.65913","55.633","11.63","58.012","-4.1","23.43","23.4","-0.13",""
"DIOD","Diodes Inc","674159773","100","55.627","69.7898","48.852","48.23848","42.837145","37.41056","45.2218","55.627","16.12","58.014","-4.11","92.84","91.01","-1.97",""
"KTOS","Kratos Defense & Security Solutions","39864004","50","55.62","60.6405","54.284","51.93496","50","100","57.05078","55.62","11.29","55.365","0.46","13.08","13.87","6.04",""
"EGY","Vaalco Energy Inc","929121","50","55.609","69.1475","47.034","50.64499","23.431905","20.22461","47.70977","55.609","5.24","58.004","-4.13","3.94","4.07","3.3",""
"BEN","Franklin Resources Inc","343886478","72.15","55.605","65.3423","52.64","48.83173","21.088725","0","51.21082","55.605","6.07","57.494","-3.29","24.38","25.02","2.63",""
"RDN","Radian Group Inc","1250782","48.85","55.6","73.8097","41.418","51.57132","50","92.07962","46.23073","55.6","12.13","57.18","-2.76","24.84","26.13","5.19",""
"L","Loews Corporation","24173119","52.7","55.598","65.8459","48.514","52.4336","8.62622","0","48.14135","55.598","5.86","56.803","-2.12","56.98","58.02","1.83",""
"CTRE","Caretrust Inc","9683218","3.9","55.588","65.9976","49.771","50.99581","17.104495","11.4991","46.69231","55.588","4.36","55.6","-0.02","18.44","19.75","7.1",""
"GSL","Global Ship Lease Inc","5794482","50","55.584","69.3029","47.216","50.23405","50","79.19339","59.60934","55.584","0.59","55.787","-0.36","17.99","18.3","1.72",""
"JBHT","JB Hunt Transport Services Inc","4219323","57.9","55.583","68.2042","47.521","51.02242","10.806635","0","53.49241","55.583","0.48","56.629","-1.85","171","172.59","0.93",""
"BIB","ProShares Ultra Nasdaq Biotechnology","24564413","50","55.569","64.6395","49.613","52.45528","13.679115","7.45062","55.11621","55.569","2.18","53.662","3.55","52.33","54.32","3.8",""
"NOW","ServiceNow, Inc.","145216127","84.25","55.564","66.7119","50.134","49.84577","50","93.03115","57.67333","55.564","18.37","54.811","1.37","534.64","548.18","2.53",""
"FET","Forum Energy Technologies Inc","612001","50","55.559","69.4819","48.035","49.16088","0","0","42.21836","55.559","13.34","64.755","-14.2","24.56","23.99","-2.32",""
"TVE","Tennessee Valley Authority","37960968","50","55.546","53.1968","68.324","45.11653","50","17.32964","56.96239","55.546","2.04","55.277","0.49","21.5","21.96","2.14",""
"LRN","Stride Inc","199952","21.25","55.539","70.7737","43.58","52.26312","50","46.47659","50.74942","55.539","19.09","57.788","-3.89","40.29","41.89","3.97",""
"DDT","Dillards Capital Trust I","149025759","50","55.538","60.2155","59.735","46.66371","42.91208","26.67675","39.58043","55.538","1.46","55.557","-0.03","25.38","25.58","0.79",""
"SPGI","S&P GLOBAL INC ORD","47738789","59.75","55.534","61.6035","55.64","49.35896","27.98977","2.16789","46.2181","55.534","7.01","54.07","2.71","358.76","376.03","4.81",""
"TNC","Tennant Co","5462763","65.45","55.533","65.4831","49.279","51.8374","50","17.60882","49.20355","55.533","18.64","56.705","-2.07","75.54","77.35","2.4",""
"CRMT","Americas Car-Mart Inc","18462935","50","55.525","65.4917","53.082","48.00197","46.36155","13.61309","47.42237","55.525","13.32","56.151","-1.11","88.66","88.95","0.33",""
"NWPX","Northwest Pipe Company","904123800","50","55.515","66.297","46.419","53.82804","11.29352","7.07499","47.04322","55.515","0.58","65.737","-15.55","27.51","28.19","2.47",""
"FE","FIRSTENERGY ORD","72262480","22.5","55.504","68.0566","46.677","51.77827","44.55871","28.95241","45.31629","55.504","0.68","54.831","1.23","36.89","37.7","2.2",""
"MRSN","Mersana Therapeutics Inc","38432189","31.95","55.503","62.5582","58.155","45.79552","0","0","44.51408","55.503","97.88","58.191","-4.62","7.49","7.76","3.6",""
"RGCO","RGC Resources Inc","48451179","50","55.493","65.4907","54.375","46.61345","46.754145","39.3736","42.17223","55.493","1.77","60.914","-8.9","19.16","21.36","11.48",""
"HUM","Humana Inc","1445889","32.45","55.488","71.3865","43.608","51.46883","67.232415","65.58726","52.47488","55.488","9.2","55.862","-0.67","499.73","520.78","4.21",""
"HTLD","Heartland Express Inc","772806249","26.3","55.472","68.2873","47.676","50.45381","18.392985","0.57893","45.94962","55.472","3.69","56.2","-1.3","15.61","16.1","3.14",""
"CMCO","Columbus McKinnon Corporation","7262177","50","55.459","64.103","54.674","47.59892","41.37278","34.49031","54.55199","55.459","12.97","57.535","-3.61","36.35","39.18","7.79",""
"SHW","SHERWIN WILLIAMS ORD","10833709","68.05","55.456","61.8739","55.607","48.8879","24.55574","7.80735","46.89164","55.456","3.88","54.158","2.4","226.99","240.83","6.1",""
"HHC","The Howard Hughes Corporation","2959808","100","55.449","64.7377","50.593","51.01552","21.32076","0.13685","55.39332","55.449","1.53","56.175","-1.29","73.93","77.64","5.02",""
"NAVI","NaviSite Inc","549973","100","55.437","65.04","49.304","51.96551","5.47946","0.00976","46.75306","55.437","2.13","56.599","-2.05","15.23","16.24","6.63",""
"DVN","Devon Energy Corporation","223969806","95.35","55.422","70.6451","45.206","50.41636","8.323425","0.06539","44.40498","55.422","1.24","55.925","-0.9","48.45","48.53","0.17",""
"SCM","Stellus Capital Investment","23215395","32.8","55.421","68.8636","45.567","51.83149","43.91191","7.3922","51.76677","55.421","9.82","59.794","-7.31","14.02","13.92","-0.71",""
"LFUS","Littelfuse Inc","132477573","50","55.42","66.8024","50.228","49.22986","50","67.36819","56.20981","55.42","9.39","57.528","-3.66","265.15","264.15","-0.38",""
"DHIL","Diamond Hill Investment Group Inc","1385171","50","55.403","63.2644","53.516","49.42991","0","0","46.12615","55.403","0.91","57.174","-3.1","160.16","169.85","6.05",""
"SR","Spire Inc","1035964","50","55.397","68.2965","47.957","49.93742","21.467555","3.91755","49.24502","55.397","0.23","54.95","0.81","65.67","65.51","-0.24",""
"XNCR","Xencor Inc","213482897","50","55.389","66.0401","52.625","47.50333","38.987995","0","51.61143","55.389","2.48","56.886","-2.63","27.24","27.69","1.65",""
"CL","Colgate-Palmolive Company","246131645","19.05","55.373","65.3189","48.557","52.24341","50","39.21398","49.52494","55.373","6.36","52.786","4.9","76.2","76.05","-0.2",""
"DG","Dollar General Corporation","4407772","27.15","55.369","63.8597","51.715","50.53264","17.217695","0","43.51805","55.369","1.1","55.311","0.1","202.78","166.12","-18.08",""
"EVCM","EverCommerce Inc","25659995","9.2","55.369","68.2221","45.967","51.91919","50","96.11444","58.73879","55.369","19.84","53.793","2.93","11.81","11.78","-0.25",""
"SDGR","Schrodinger Inc","74990564","50","55.357","68.2105","51.564","46.29515","60.01096","100","61.511","55.357","43.33","52.637","5.17","36","35.65","-0.97",""
"EFX","EQUIFAX ORD","37962963","60.3","55.35","63.5877","52.761","49.70091","26.96439","0","49.96441","55.35","6.85","54.729","1.13","207.53","213.65","2.95",""
"NWN","Northwest Natural Gas Co","855213","50","55.343","64.7221","50.013","51.29342","18.32125","3.70095","50.83984","55.343","0.88","54.674","1.22","43.81","43.32","-1.12",""
"ICLR","Icon PLC","44532969","100","55.34","61.7441","56.22","48.05716","30.83878","3.53345","50.47018","55.34","7.47","58.518","-5.43","203.57","221.45","8.78",""
"QUAD","Quad Graphics Inc","57498954","50","55.325","69.9925","48.356","47.62651","23.79904","2.34434","53.09627","55.325","4.38","57.864","-4.39","3.4","3.6","5.88",""
"APOG","Apogee Enterprises Inc","21532755","88.9","55.324","68.8164","46.584","50.57108","1.957435","0","44.28463","55.324","0.45","56.513","-2.1","38.16","39.93","4.64",""
"GSHD","Goosehead Insurance Inc","818837794","50","55.323","65.5266","49.226","51.21557","80.45738","100","58.30932","55.323","12.43","54.436","1.63","55.65","58.13","4.46",""
"EBF","Ennis Inc","8317504","50","55.318","66.5818","50.883","48.48978","36.343715","3.49705","49.14622","55.318","3.52","58.581","-5.57","19.85","20.36","2.57",""
"CHEF","The Chefs Warehouse Inc","3684387","50","55.312","68.304","48.409","49.22198","11.044125","0","40.49801","55.312","7.52","55.745","-0.78","30.61","31.99","4.51",""
"ABT","ABBOTT LABS ORD","2729440","26.15","55.292","64.5836","50.977","50.31683","24.038575","8.73863","52.55914","55.292","1.87","51.194","8","102.15","104.2","2.01",""
"FNKO","Funko Inc","20836439","50","55.275","61.8585","52.185","51.78024","8.95906","0","46.94167","55.275","44.22","55.217","0.11","12.54","12.5","-0.32",""
"LZB","La-Z-Boy Inc","169709279","85.6","55.268","68.0608","47.858","49.88519","50","69.93499","49.15929","55.268","1.01","56.283","-1.8","26.76","27.98","4.56",""
"CPNG","Coupang LLC","94012133","50","55.267","64.3578","52.497","48.94703","34.726725","20.05137","47.07529","55.267","13.41","53.176","3.93","15.4","16.53","7.34",""
"AMG","Affiliated Managers Group, Inc","746468901","90.3","55.264","67.808","50.204","47.78024","4.485665","0","46.5354","55.264","2.62","57.854","-4.48","142.07","146.26","2.95",""
"DAL","Delta Air Lines, Inc","26757119","85.75","55.264","65.8233","48.108","51.86006","19.677865","4.48635","51.13356","55.264","8.54","58.292","-5.19","35.75","37.01","3.52",""
"CTSH","Cognizant Technology Solutions Corporation","3371233","38.45","55.251","58.4078","57.263","50.08229","31.972595","0","50.98703","55.251","8.85","56.168","-1.63","62.16","63.76","2.57",""
"AZUL","Azul SA","154335051","50","55.25","60.2812","59.441","46.0271","88.91577","99.95696","54.08548","55.25","82.46","56.449","-2.12","9.5","11.2","17.89",""
"CAE","CAE Inc","63088029","74.7","55.234","68.0866","49.986","47.62848","50","76.04784","60.73295","55.234","1.03","53.819","2.63","21.61","21.44","-0.79",""
"SWN","Southwestern Energy Company","644618","50","55.234","65.6266","49.6","50.47647","43.95193","0.69063","45.11774","55.234","9.94","56.246","-1.8","5.11","4.96","-2.94",""
"ATVI","Activision Blizzard Inc","3240244","43.6","55.228","79.248","39.281","47.15644","100","100","51.99752","55.228","1.53","51.558","7.12","77.35","80.5","4.07",""
"CSGP","CoStar Group Inc","386548","64.2","55.227","64.8914","57.115","43.6748","3.363335","0","38.36067","55.227","18.75","55.945","-1.28","77.5","81.88","5.65",""
"LTHM","Livent Corp","23135215","82.05","55.226","66.6921","51.071","47.91426","24.54307","0.20585","48.05965","55.226","20.37","56.4","-2.08","23.71","25.06","5.69",""
"TW","Tradeweb Markets Inc","895572226","50","55.222","65.3241","48.797","51.54373","50","76.01531","50.7038","55.222","2.56","54.41","1.49","68.49","70.36","2.73",""
"MSA","MSA Safety Inc","33788341","59.9","55.214","64.4016","51.036","50.20448","0","1.65737","56.67553","55.214","12.55","57.108","-3.32","138.07","142.85","3.46",""
"CC","The Chemours Co","381427411","100","55.204","64.2998","51.658","49.65558","9.42641","0.84556","47.42163","55.204","20.2","58.573","-5.75","28.12","33.64","19.63",""
"MAIN","Main Street Capital Corporation","13756725","25.05","55.185","65.9231","46.835","52.79626","40.72645","39.38199","59.60753","55.185","3.65","56.891","-3","39.37","40.32","2.41",""
"SNOW","Snowflake Inc.","317193371","50","55.184","61.7079","54.764","49.08007","34.751585","7.44707","51.25619","55.184","28.41","54.981","0.37","146.86","175.21","19.3",""
"CMS","CMS Energy Corporation","3520533","19.4","55.178","64.1335","48.152","53.24957","45.916495","16.89574","51.71834","55.178","1.91","54.325","1.57","56.99","58.36","2.4",""
"ASA","ASA Gold and Precious Metals Ltd","618844","50","55.149","66.1742","51.19","48.08179","56.59541","83.03411","62.56188","55.149","4.6","49.728","10.9","15.35","15.8","2.93",""
"POWI","Power Integrations Inc","152060845","100","55.143","64.2104","53.879","47.33875","45.30782","34.20266","50.288","55.143","19.79","57.917","-4.79","85.91","88.8","3.36",""
"UVV","Universal Corporation","13376793","50","55.132","68.5705","45.395","51.42942","19.06888","37.06099","57.46832","55.132","3.13","52.916","4.19","53.79","53.17","-1.15",""
"INTU","Intuit Inc","51822198","85.85","55.13","67.1422","50.868","47.38113","60.6789","96.03676","54.35335","55.13","3.09","54.013","2.07","413.76","430.49","4.04",""
"MATX","Matson Inc","59319588","50","55.127","64.3789","48.604","52.39714","11.46941","4.91939","48.64218","55.127","5.25","53.448","3.14","71.15","72.55","1.97",""
"VITL","Vital Farms Inc","285032","-4.8","55.126","65.5473","52.875","46.95442","1.012495","0","42.70062","55.126","25.19","59.033","-6.62","14.68","14.71","0.2",""
"SSRM","SSR Mining Inc","264548586","50","55.115","63.5774","54.3","47.46686","50","23.33479","42.44996","55.115","20.14","52.497","4.99","15","14.97","-0.2",""
"TPIC","TPI Composites Inc","17573725","50","55.115","67.2583","53.398","44.68884","48.38125","35.11252","54.54082","55.115","4.66","56.024","-1.62","11.6","11.42","-1.55",""
"AWK","AMERICAN WATER WORKS ORD","17111141","11.2","55.112","63.466","49.79","52.08081","40.02946","18.86787","45.04636","55.112","1.66","51.944","6.1","142.88","145.79","2.04",""
"ARW","Arrow Electronics Inc","40223112","9.85","55.109","66.231","50.157","48.94013","50","50.92888","55.48605","55.109","14.71","56.661","-2.74","126.69","128.79","1.66",""
"WGO","Winnebago Industries Inc","4118851","50","55.105","67.5782","48.346","49.39049","32.381235","1.22513","57.15147","55.105","4.66","56.7","-2.81","57.54","60.11","4.47",""
"ZVRA","Zevra Therapeutics Inc.","96181045","50","55.102","68.3369","46.391","50.57699","50","61.26639","54.76583","55.102","3.61","49.893","10.44","4.98","5.04","1.2",""
"IRON","Disc Medicine Inc.","9419166","20.2","55.098","60.5632","57.822","46.90811","50","18.15188","54.84184","55.098","45.48","50.318","9.5","32.67","40.67","24.49",""
"OGE","OGE Energy Corporation","37439263","50","55.097","66.5674","48.365","50.3592","30.894675","17.11502","47.07258","55.097","1.09","53.381","3.21","34.87","35.68","2.32",""
"ANIK","Anika Therapeutics Inc","376573555","50","55.093","64.4042","49.362","51.5122","3.337335","0","50.07752","55.093","1.85","55.08","0.02","26.72","27.27","2.06",""
"LBRT","Liberty Oilfield Services Inc","3403298","50","55.089","70.0973","44.892","50.27839","0","0.91421","53.81294","55.089","3.56","57.392","-4.01","12.77","13.19","3.29",""
"RMD","ResMed Inc","2102493","34.6","55.088","64.5701","49.705","50.98793","41.01034","40.93384","51.2189","55.088","7.41","53.299","3.36","217.16","220.64","1.6",""
"AMWD","American Woodmark Corp","14136167","94.3","55.067","65.2502","48.386","51.56541","23.55439","0","51.71761","55.067","25.36","55.799","-1.31","59.18","63.43","7.18",""
